record_id,contract_id,clause_text,primary_category,all_categories,is_multilabel,matched_keywords,token_count_approx,category_risk_signal,model_confidence,template_deviation_signal,keyword_risk_signal,risk_score,advisor_risk_label,dataset_split,source_type
293,CTR-10293,A party may terminate immediately for an uncured material breach.,Termination,Termination,False,material breach,10,0.6,0.7,0.23,0.38,48.4,Medium,Train,Synthetic
294,CTR-10294,"Neither party is liable for indirect or unlimited liability, except where prohibited by law.",Limitation of Liability,Limitation of Liability,False,unlimited liability,14,0.8,0.91,0.48,0.71,72.4,High,Train,Synthetic
295,CTR-10295,"Upon request, Supplier shall provide a current commercial general liability insurance.",Insurance,Insurance,False,commercial general liability insurance,11,0.6,0.64,0.38,0.43,51.9,Medium,Validation,Synthetic
296,CTR-10296,Obligations concerning non-disclosure survive termination for 1 years.,Confidentiality,Confidentiality,False,non-disclosure,9,0.4,0.79,0.25,0.2,40.1,Low,Validation,Synthetic
297,CTR-10297,Assignment following a assign requires notice to the customer.,Assignment,Assignment,False,assign,9,0.4,0.74,0.19,0.2,37.5,Low,Validation,Synthetic
298,CTR-10298,The recipient must not disclose non-disclosure to any third party without prior written consent.,Confidentiality,Confidentiality,False,non-disclosure,15,0.4,0.89,0.46,0.33,49.9,Medium,Test,Synthetic
299,CTR-10299,Interpretation shall follow the governed by Texas.,Governing Law,Governing Law,False,governed by,7,0.2,0.77,0.38,0.12,34.3,Low,Test,Synthetic
300,CTR-10300,Interpretation shall follow the governed by Texas.,Governing Law,Governing Law,False,governed by,7,0.2,0.92,0.14,0.1,30.9,Low,Test,Synthetic
301,CTR-10301,Each party shall protect non-disclosure and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,non-disclosure,18,0.4,0.94,0.15,0.29,42.4,Low,Train,Synthetic
302,CTR-10302,The aggregate unlimited liability shall not exceed fees paid during the prior 6 months.,Limitation of Liability,Limitation of Liability,False,unlimited liability,14,0.8,0.95,0.41,0.62,69.6,Medium,Train,Synthetic
303,CTR-10303,Each party shall protect non-disclosure and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,non-disclosure,18,0.4,0.73,0.32,0.27,42.0,Low,Train,Synthetic
304,CTR-10304,Each party shall protect proprietary information and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,proprietary information,18,0.4,0.71,0.17,0.24,37.2,Low,Train,Synthetic
305,CTR-10305,Interpretation shall follow the exclusive jurisdiction Delaware.,Governing Law,Governing Law,False,exclusive jurisdiction,7,0.2,0.64,0.1,0.21,26.5,Low,Train,Synthetic
306,CTR-10306,Supplier shall process data protection laws only on documented instructions from Customer. The indemnifying party will defend and hold harmless the other party from covered claims.,Data Privacy,Data Privacy|Indemnification,True,data protection laws|defend and hold harmless,26,1.0,0.62,0.61,0.58,74.2,High,Train,Synthetic
307,CTR-10307,The recipient must not disclose confidential information to any third party without prior written consent.,Confidentiality,Confidentiality,False,confidential information,15,0.4,0.7,0.24,0.21,38.2,Low,Train,Synthetic
308,CTR-10308,Obligations concerning confidential information survive termination for 7 years.,Confidentiality,Confidentiality,False,confidential information,9,0.4,0.65,0.22,0.28,38.1,Low,Train,Synthetic
309,CTR-10309,Obligations concerning proprietary information survive termination for 5 years.,Confidentiality,Confidentiality,False,proprietary information,9,0.4,0.77,0.23,0.29,40.9,Low,Train,Synthetic
310,CTR-10310,Customer may audit records on reasonable notice during normal business hours. Customer may exercise material breach without cause by providing written notice.,Audit Rights,Audit Rights|Termination,True,audit records|material breach,22,0.6,0.58,0.5,0.37,52.5,Medium,Train,Synthetic
311,CTR-10311,"This agreement is governed by the State of Texas, without regard to conflict-of-law principles.",Governing Law,Governing Law,False,governed by,16,0.2,0.95,0.15,0.21,34.0,Low,Train,Synthetic
312,CTR-10312,Either party may termination for convenience this agreement upon 10 days written notice.,Termination,Termination,False,termination for convenience,13,0.6,0.82,0.26,0.55,54.9,Medium,Train,Synthetic
313,CTR-10313,The parties submit to the governed by of courts located in California.,Governing Law,Governing Law,False,governed by,12,0.2,0.85,0.15,0.17,31.1,Low,Train,Synthetic
314,CTR-10314,A party may terminate immediately for an uncured termination for convenience.,Termination,Termination,False,termination for convenience,11,0.6,0.76,0.27,0.53,53.5,Medium,Train,Synthetic
315,CTR-10315,"Supplier shall maintain cyber insurance with limits of at least $2,000,000 during the term.",Insurance,Insurance,False,cyber insurance,16,0.6,0.75,0.4,0.4,54.0,Medium,Validation,Synthetic
316,CTR-10316,"Neither party is liable for indirect or liability cap, except where prohibited by law.",Limitation of Liability,Limitation of Liability,False,liability cap,14,0.8,0.7,0.39,0.47,61.1,Medium,Validation,Synthetic
317,CTR-10317,Customer may exercise material breach without cause by providing written notice.,Termination,Termination,False,material breach,11,0.6,0.94,0.35,0.33,55.1,Medium,Validation,Synthetic
318,CTR-10318,Customer may inspection rights on reasonable notice during normal business hours.,Audit Rights,Audit Rights,False,inspection rights,11,0.6,0.82,0.45,0.35,55.6,Medium,Test,Synthetic
319,CTR-10319,"The parties shall comply with applicable personal data and maintain appropriate safeguards. Supplier shall maintain cyber insurance with limits of at least $1,000,000 during the term.",Data Privacy,Data Privacy|Insurance,True,personal data|cyber insurance,28,0.8,0.71,0.47,0.44,62.7,Medium,Test,Synthetic
320,CTR-10320,Obligations concerning confidential information survive termination for 7 years.,Confidentiality,Confidentiality,False,confidential information,9,0.4,0.79,0.14,0.3,39.3,Low,Test,Synthetic
321,CTR-10321,Obligations concerning confidential information survive termination for 7 years.,Confidentiality,Confidentiality,False,confidential information,9,0.4,0.86,0.15,0.28,40.5,Low,Train,Synthetic
322,CTR-10322,Assignment following a change of control requires notice to the customer.,Assignment,Assignment,False,change of control,11,0.4,0.96,0.16,0.26,42.4,Low,Train,Synthetic
323,CTR-10323,Each party shall protect confidential information and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,confidential information,18,0.4,0.92,0.25,0.22,43.0,Low,Train,Synthetic
324,CTR-10324,Supplier shall retain documentation supporting Customer’s independent auditor for 1 years. Supplier shall notify Customer of a security incident within 24 hours.,Audit Rights,Audit Rights|Data Privacy,True,independent auditor|security incident,23,0.8,0.86,0.39,0.68,68.5,Medium,Train,Synthetic
325,CTR-10325,"This agreement is laws of the State of New Jersey, without regard to conflict-of-law principles.",Governing Law,Governing Law,False,laws of,17,0.2,0.8,0.09,0.1,27.3,Low,Train,Synthetic
326,CTR-10326,Customer may exercise termination for convenience without cause by providing written notice.,Termination,Termination,False,termination for convenience,12,0.6,0.97,0.55,0.57,65.5,Medium,Train,Synthetic
327,CTR-10327,A party may terminate immediately for an uncured termination for convenience.,Termination,Termination,False,termination for convenience,11,0.6,0.79,0.3,0.52,54.7,Medium,Train,Synthetic
328,CTR-10328,Supplier accepts unlimited liability for losses arising from breach of security obligations.,Limitation of Liability,Limitation of Liability,False,unlimited liability,12,0.8,0.96,0.5,0.64,72.5,High,Train,Synthetic
329,CTR-10329,Supplier shall obtain assign before transferring its obligations. Supplier shall process personal data only on documented instructions from Customer.,Assignment,Assignment|Data Privacy,True,assign|personal data,19,0.8,0.76,0.54,0.55,67.7,Medium,Train,Synthetic
330,CTR-10330,"Upon request, Supplier shall provide a current cyber insurance.",Insurance,Insurance,False,cyber insurance,9,0.6,0.77,0.33,0.33,51.2,Medium,Train,Synthetic
331,CTR-10331,Interpretation shall follow the governed by California.,Governing Law,Governing Law,False,governed by,7,0.2,0.64,0.15,0.12,25.9,Low,Train,Synthetic
332,CTR-10332,Each party shall protect confidential information and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,confidential information,18,0.4,0.72,0.41,0.3,44.6,Low,Train,Synthetic
333,CTR-10333,"Neither party is liable for indirect or unlimited liability, except where prohibited by law.",Limitation of Liability,Limitation of Liability,False,unlimited liability,14,0.8,0.74,0.56,0.72,71.2,High,Train,Synthetic
334,CTR-10334,"This agreement is exclusive jurisdiction the State of New Jersey, without regard to conflict-of-law principles.",Governing Law,Governing Law,False,exclusive jurisdiction,17,0.2,0.69,0.2,0.14,28.6,Low,Train,Synthetic
335,CTR-10335,Supplier shall retain documentation supporting Customer’s audit records for 3 years.,Audit Rights,Audit Rights,False,audit records,12,0.6,0.93,0.31,0.45,56.4,Medium,Validation,Synthetic
336,CTR-10336,Assignment following a prior written consent requires notice to the customer.,Assignment,Assignment,False,prior written consent,11,0.4,0.64,0.25,0.26,38.2,Low,Validation,Synthetic
337,CTR-10337,Interpretation shall follow the laws of California. Either party may material breach this agreement upon 10 days written notice.,Governing Law,Governing Law|Termination,True,laws of|material breach,19,0.6,0.76,0.23,0.31,48.2,Medium,Validation,Synthetic
338,CTR-10338,Either party may terminate this agreement upon 15 days written notice.,Termination,Termination,False,terminate,11,0.6,0.93,0.43,0.39,58.1,Medium,Test,Synthetic
339,CTR-10339,Supplier shall retain documentation supporting Customer’s audit records for 5 years. Assignment following a change of control requires notice to the customer.,Audit Rights,Audit Rights|Assignment,True,audit records|change of control,23,0.6,0.81,0.26,0.41,51.9,Medium,Test,Synthetic
340,CTR-10340,A party may terminate immediately for an uncured material breach. Supplier shall defend and hold harmless Customer against losses arising from intellectual property infringement.,Termination,Termination|Indemnification,True,material breach|defend and hold harmless,24,1.0,0.8,0.49,0.62,75.7,High,Test,Synthetic
341,CTR-10341,Supplier shall notify Customer of a personal data within 72 hours.,Data Privacy,Data Privacy,False,personal data,11,0.8,0.88,0.52,0.43,67.2,Medium,Train,Synthetic
342,CTR-10342,Each party shall protect proprietary information and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,proprietary information,18,0.4,0.94,0.18,0.24,42.1,Low,Train,Synthetic
343,CTR-10343,A party may terminate immediately for an uncured material breach.,Termination,Termination,False,material breach,10,0.6,0.89,0.48,0.31,57.0,Medium,Train,Synthetic
344,CTR-10344,Neither party may change of control this agreement without the other party’s prior written consent.,Assignment,Assignment,False,change of control,16,0.4,0.96,0.22,0.26,43.9,Low,Train,Synthetic
345,CTR-10345,Customer may independent auditor on reasonable notice during normal business hours. A party may terminate immediately for an uncured material breach.,Audit Rights,Audit Rights|Termination,True,independent auditor|material breach,21,0.6,0.85,0.42,0.45,57.5,Medium,Train,Synthetic
346,CTR-10346,Each party shall protect non-disclosure and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,non-disclosure,18,0.4,0.93,0.32,0.28,46.2,Medium,Train,Synthetic
347,CTR-10347,Each party shall protect confidential information and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,confidential information,18,0.4,0.63,0.31,0.25,39.3,Low,Train,Synthetic
348,CTR-10348,"Neither party is liable for indirect or unlimited liability, except where prohibited by law. A party may terminate immediately for an uncured terminate.",Limitation of Liability,Limitation of Liability|Termination,True,unlimited liability|terminate,23,0.8,0.72,0.5,0.62,67.3,Medium,Train,Synthetic
349,CTR-10349,The contractor agrees to a non-compete obligation within the defined territory.,Non-Compete,Non-Compete,False,non-compete,12,1.0,0.82,0.53,0.77,80.1,High,Train,Synthetic
350,CTR-10350,"Upon request, Supplier shall provide a current cyber insurance.",Insurance,Insurance,False,cyber insurance,9,0.6,0.73,0.37,0.42,53.2,Medium,Train,Synthetic
351,CTR-10351,"Upon request, Supplier shall provide a current cyber insurance.",Insurance,Insurance,False,cyber insurance,9,0.6,0.63,0.27,0.39,48.1,Medium,Train,Synthetic
352,CTR-10352,The recipient must not disclose confidential information to any third party without prior written consent.,Confidentiality,Confidentiality,False,confidential information,15,0.4,0.8,0.16,0.21,38.2,Low,Train,Synthetic
353,CTR-10353,The recipient must not disclose proprietary information to any third party without prior written consent.,Confidentiality,Confidentiality,False,proprietary information,15,0.4,0.68,0.3,0.21,39.3,Low,Train,Synthetic
354,CTR-10354,"Neither party is liable for indirect or liability cap, except where prohibited by law. The parties submit to the governed by of courts located in Delaware.",Limitation of Liability,Limitation of Liability|Governing Law,True,liability cap|governed by,26,0.8,0.7,0.59,0.46,66.0,Medium,Train,Synthetic
355,CTR-10355,Each party shall protect non-disclosure and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,non-disclosure,18,0.4,0.67,0.37,0.22,41.0,Low,Validation,Synthetic
356,CTR-10356,Assignment following a assign requires notice to the customer.,Assignment,Assignment,False,assign,9,0.4,0.72,0.19,0.32,39.5,Low,Validation,Synthetic
357,CTR-10357,Customer may exercise terminate without cause by providing written notice. The aggregate unlimited liability shall not exceed fees paid during the prior 24 months.,Termination,Termination|Limitation of Liability,True,terminate|unlimited liability,24,0.8,0.73,0.35,0.66,64.5,Medium,Validation,Synthetic
358,CTR-10358,Interpretation shall follow the exclusive jurisdiction New York.,Governing Law,Governing Law,False,exclusive jurisdiction,8,0.2,0.84,0.21,0.07,30.4,Low,Test,Synthetic
359,CTR-10359,Supplier shall notify Customer of a security incident within 72 hours.,Data Privacy,Data Privacy,False,security incident,11,0.8,0.76,0.4,0.63,65.8,Medium,Test,Synthetic
360,CTR-10360,Supplier accepts unlimited liability for losses arising from breach of security obligations.,Limitation of Liability,Limitation of Liability,False,unlimited liability,12,0.8,0.77,0.38,0.6,64.9,Medium,Test,Synthetic
361,CTR-10361,"This agreement is exclusive jurisdiction the State of Texas, without regard to conflict-of-law principles. An audit records may review Supplier’s compliance once per calendar year.",Governing Law,Governing Law|Audit Rights,True,exclusive jurisdiction|audit records,28,0.6,0.66,0.25,0.34,47.2,Medium,Train,Synthetic
362,CTR-10362,"Upon request, Supplier shall provide a current commercial general liability insurance. The indemnifying party will third-party claims the other party from covered claims.",Insurance,Insurance|Indemnification,True,commercial general liability insurance|third-party claims,24,1.0,0.82,0.51,0.65,77.1,High,Train,Synthetic
363,CTR-10363,Neither party may prior written consent this agreement without the other party’s prior written consent.,Assignment,Assignment,False,prior written consent,16,0.4,0.72,0.16,0.29,38.2,Low,Train,Synthetic
364,CTR-10364,Either party may material breach this agreement upon 15 days written notice.,Termination,Termination,False,material breach,12,0.6,0.91,0.23,0.43,53.6,Medium,Train,Synthetic
365,CTR-10365,The parties shall comply with applicable personal data and maintain appropriate safeguards.,Data Privacy,Data Privacy,False,personal data,12,0.8,0.93,0.41,0.44,65.6,Medium,Train,Synthetic
366,CTR-10366,"Neither party is liable for indirect or unlimited liability, except where prohibited by law.",Limitation of Liability,Limitation of Liability,False,unlimited liability,14,0.8,0.69,0.65,0.71,72.2,High,Train,Synthetic
367,CTR-10367,"The aggregate consequential damages shall not exceed fees paid during the prior 6 months. Upon request, Supplier shall provide a current commercial general liability insurance.",Limitation of Liability,Limitation of Liability|Insurance,True,consequential damages|commercial general liability insurance,25,0.8,0.65,0.36,0.48,59.6,Medium,Train,Synthetic
368,CTR-10368,"Supplier shall maintain certificate of insurance with limits of at least $2,000,000 during the term. Participation in a non-compete during the term requires prior approval.",Insurance,Insurance|Non-Compete,True,certificate of insurance|non-compete,28,1.0,0.61,0.56,0.76,76.4,High,Train,Synthetic
369,CTR-10369,Supplier accepts unlimited liability for losses arising from breach of security obligations.,Limitation of Liability,Limitation of Liability,False,unlimited liability,12,0.8,0.81,0.54,0.67,71.1,High,Train,Synthetic
370,CTR-10370,Either party may terminate this agreement upon 15 days written notice.,Termination,Termination,False,terminate,11,0.6,0.72,0.5,0.39,55.7,Medium,Train,Synthetic
371,CTR-10371,Supplier shall obtain change of control before transferring its obligations. This obligation applies to third-party claims resulting from Supplier negligence.,Assignment,Assignment|Indemnification,True,change of control|third-party claims,21,1.0,0.74,0.56,0.56,75.0,High,Train,Synthetic
372,CTR-10372,Supplier accepts liability cap for losses arising from breach of security obligations. This obligation applies to indemnify resulting from Supplier negligence.,Limitation of Liability,Limitation of Liability|Indemnification,True,liability cap|indemnify,21,1.0,0.82,0.78,0.7,84.9,High,Train,Synthetic
373,CTR-10373,Either party may termination for convenience this agreement upon 10 days written notice.,Termination,Termination,False,termination for convenience,13,0.6,0.9,0.26,0.48,55.1,Medium,Train,Synthetic
374,CTR-10374,Supplier accepts consequential damages for losses arising from breach of security obligations.,Limitation of Liability,Limitation of Liability,False,consequential damages,12,0.8,0.96,0.6,0.55,73.2,High,Train,Synthetic
375,CTR-10375,Interpretation shall follow the governed by New York.,Governing Law,Governing Law,False,governed by,8,0.2,0.67,0.3,0.14,30.7,Low,Validation,Synthetic
376,CTR-10376,Assignment following a assign requires notice to the customer.,Assignment,Assignment,False,assign,9,0.4,0.82,0.33,0.32,45.1,Medium,Validation,Synthetic
377,CTR-10377,Supplier shall retain documentation supporting Customer’s audit records for 7 years.,Audit Rights,Audit Rights,False,audit records,12,0.6,0.76,0.23,0.37,49.4,Medium,Validation,Synthetic
378,CTR-10378,Supplier shall notify Customer of a data protection laws within 48 hours.,Data Privacy,Data Privacy,False,data protection laws,12,0.8,0.79,0.35,0.45,61.5,Medium,Test,Synthetic
379,CTR-10379,Obligations concerning non-disclosure survive termination for 1 years.,Confidentiality,Confidentiality,False,non-disclosure,9,0.4,0.79,0.29,0.33,43.6,Low,Test,Synthetic
380,CTR-10380,Either party may termination for convenience this agreement upon 30 days written notice.,Termination,Termination,False,termination for convenience,13,0.6,0.94,0.39,0.48,59.1,Medium,Test,Synthetic
381,CTR-10381,The aggregate unlimited liability shall not exceed fees paid during the prior 18 months.,Limitation of Liability,Limitation of Liability,False,unlimited liability,14,0.8,0.64,0.36,0.71,64.0,Medium,Train,Synthetic
382,CTR-10382,Supplier shall retain documentation supporting Customer’s independent auditor for 2 years. The aggregate liability cap shall not exceed fees paid during the prior 12 months.,Audit Rights,Audit Rights|Limitation of Liability,True,independent auditor|liability cap,26,0.8,0.6,0.44,0.57,62.4,Medium,Train,Synthetic
383,CTR-10383,The recipient must not disclose non-disclosure to any third party without prior written consent.,Confidentiality,Confidentiality,False,non-disclosure,15,0.4,0.88,0.26,0.22,42.5,Low,Train,Synthetic
384,CTR-10384,The parties submit to the exclusive jurisdiction of courts located in California.,Governing Law,Governing Law,False,exclusive jurisdiction,12,0.2,0.63,0.36,0.08,30.2,Low,Train,Synthetic
385,CTR-10385,"This agreement is exclusive jurisdiction the State of Delaware, without regard to conflict-of-law principles.",Governing Law,Governing Law,False,exclusive jurisdiction,16,0.2,0.83,0.12,0.21,30.8,Low,Train,Synthetic
386,CTR-10386,A party may terminate immediately for an uncured material breach. Supplier shall notify Customer of a personal data within 24 hours.,Termination,Termination|Data Privacy,True,material breach|personal data,21,0.8,0.7,0.44,0.43,61.6,Medium,Train,Synthetic
387,CTR-10387,"Supplier shall maintain certificate of insurance with limits of at least $5,000,000 during the term.",Insurance,Insurance,False,certificate of insurance,17,0.6,0.86,0.35,0.36,54.1,Medium,Train,Synthetic
388,CTR-10388,The recipient must not disclose proprietary information to any third party without prior written consent. Supplier shall notify Customer of a data protection laws within 48 hours.,Confidentiality,Confidentiality|Data Privacy,True,proprietary information|data protection laws,27,0.8,0.75,0.55,0.45,65.8,Medium,Train,Synthetic
389,CTR-10389,A party may terminate immediately for an uncured material breach.,Termination,Termination,False,material breach,10,0.6,0.93,0.39,0.31,55.5,Medium,Train,Synthetic
390,CTR-10390,A party may terminate immediately for an uncured termination for convenience.,Termination,Termination,False,termination for convenience,11,0.6,0.85,0.28,0.52,55.4,Medium,Train,Synthetic
391,CTR-10391,The parties shall comply with applicable data protection laws and maintain appropriate safeguards.,Data Privacy,Data Privacy,False,data protection laws,13,0.8,0.76,0.68,0.47,69.6,Medium,Train,Synthetic
392,CTR-10392,An independent auditor may review Supplier’s compliance once per calendar year.,Audit Rights,Audit Rights,False,independent auditor,12,0.6,0.8,0.25,0.32,49.6,Medium,Train,Synthetic
393,CTR-10393,The aggregate liability cap shall not exceed fees paid during the prior 18 months.,Limitation of Liability,Limitation of Liability,False,liability cap,14,0.8,0.82,0.53,0.58,69.2,Medium,Train,Synthetic
394,CTR-10394,The parties shall comply with applicable data protection laws and maintain appropriate safeguards. The recipient must not disclose non-disclosure to any third party without prior written consent.,Data Privacy,Data Privacy|Confidentiality,True,data protection laws|non-disclosure,28,0.8,0.68,0.49,0.52,64.2,Medium,Train,Synthetic
395,CTR-10395,Coverage shall include cyber insurance issued by a reputable carrier.,Insurance,Insurance,False,cyber insurance,10,0.6,0.73,0.24,0.34,48.4,Medium,Validation,Synthetic
396,CTR-10396,"This agreement is exclusive jurisdiction the State of California, without regard to conflict-of-law principles.",Governing Law,Governing Law,False,exclusive jurisdiction,16,0.2,0.94,0.1,0.13,30.9,Low,Validation,Synthetic
397,CTR-10397,Neither party may prior written consent this agreement without the other party’s prior written consent.,Assignment,Assignment,False,prior written consent,16,0.4,0.79,0.14,0.26,38.5,Low,Validation,Synthetic
398,CTR-10398,A party may terminate immediately for an uncured terminate.,Termination,Termination,False,terminate,9,0.6,0.71,0.36,0.35,51.2,Medium,Test,Synthetic
399,CTR-10399,Supplier shall obtain assign before transferring its obligations.,Assignment,Assignment,False,assign,8,0.4,0.82,0.23,0.33,42.8,Low,Test,Synthetic
400,CTR-10400,Interpretation shall follow the laws of Delaware. Supplier shall notify Customer of a personal data within 24 hours.,Governing Law,Governing Law|Data Privacy,True,laws of|personal data,18,0.8,0.86,0.54,0.43,67.3,Medium,Test,Synthetic
401,CTR-10401,"This agreement is exclusive jurisdiction the State of Texas, without regard to conflict-of-law principles.",Governing Law,Governing Law,False,exclusive jurisdiction,16,0.2,0.87,0.29,0.18,35.2,Low,Train,Synthetic
402,CTR-10402,Participation in a restricted period during the term requires prior approval.,Non-Compete,Non-Compete,False,restricted period,11,1.0,0.67,0.69,0.7,79.7,High,Train,Synthetic
403,CTR-10403,Interpretation shall follow the exclusive jurisdiction Texas.,Governing Law,Governing Law,False,exclusive jurisdiction,7,0.2,0.87,0.07,0.22,30.6,Low,Train,Synthetic
404,CTR-10404,"Supplier shall maintain certificate of insurance with limits of at least $1,000,000 during the term.",Insurance,Insurance,False,certificate of insurance,17,0.6,0.68,0.24,0.44,49.4,Medium,Train,Synthetic
405,CTR-10405,Supplier shall obtain change of control before transferring its obligations.,Assignment,Assignment,False,change of control,10,0.4,0.95,0.22,0.28,44.1,Low,Train,Synthetic
406,CTR-10406,Supplier shall retain documentation supporting Customer’s inspection rights for 2 years.,Audit Rights,Audit Rights,False,inspection rights,12,0.6,0.92,0.37,0.34,55.5,Medium,Train,Synthetic
407,CTR-10407,"This agreement is governed by the State of California, without regard to conflict-of-law principles. Upon request, Supplier shall provide a current commercial general liability insurance.",Governing Law,Governing Law|Insurance,True,governed by|commercial general liability insurance,27,0.6,0.69,0.32,0.32,49.2,Medium,Train,Synthetic
408,CTR-10408,Customer may exercise material breach without cause by providing written notice.,Termination,Termination,False,material breach,11,0.6,0.79,0.24,0.44,51.6,Medium,Train,Synthetic
409,CTR-10409,The parties shall comply with applicable personal data and maintain appropriate safeguards.,Data Privacy,Data Privacy,False,personal data,12,0.8,0.71,0.6,0.44,66.0,Medium,Train,Synthetic
410,CTR-10410,"Neither party is liable for indirect or liability cap, except where prohibited by law.",Limitation of Liability,Limitation of Liability,False,liability cap,14,0.8,0.81,0.49,0.51,66.6,Medium,Train,Synthetic
411,CTR-10411,Obligations concerning non-disclosure survive termination for 7 years. The indemnifying party will indemnify the other party from covered claims.,Confidentiality,Confidentiality|Indemnification,True,non-disclosure|indemnify,20,1.0,0.65,0.57,0.66,75.4,High,Train,Synthetic
412,CTR-10412,The aggregate unlimited liability shall not exceed fees paid during the prior 6 months.,Limitation of Liability,Limitation of Liability,False,unlimited liability,14,0.8,0.67,0.59,0.61,68.3,Medium,Train,Synthetic
413,CTR-10413,"Supplier shall maintain cyber insurance with limits of at least $2,000,000 during the term.",Insurance,Insurance,False,cyber insurance,16,0.6,0.78,0.4,0.4,54.6,Medium,Train,Synthetic
414,CTR-10414,Each party shall protect non-disclosure and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,non-disclosure,18,0.4,0.82,0.3,0.33,44.5,Low,Train,Synthetic
415,CTR-10415,The parties submit to the governed by of courts located in New York.,Governing Law,Governing Law,False,governed by,13,0.2,0.9,0.18,0.09,31.3,Low,Validation,Synthetic
416,CTR-10416,Obligations concerning confidential information survive termination for 7 years.,Confidentiality,Confidentiality,False,confidential information,9,0.4,0.88,0.3,0.23,43.7,Low,Validation,Synthetic
417,CTR-10417,Either party may terminate this agreement upon 15 days written notice.,Termination,Termination,False,terminate,11,0.6,0.67,0.23,0.37,47.6,Medium,Validation,Synthetic
418,CTR-10418,Obligations concerning non-disclosure survive termination for 7 years.,Confidentiality,Confidentiality,False,non-disclosure,9,0.4,0.79,0.32,0.3,43.8,Low,Test,Synthetic
419,CTR-10419,"Upon request, Supplier shall provide a current commercial general liability insurance. Supplier shall obtain prior written consent before transferring its obligations.",Insurance,Insurance|Assignment,True,commercial general liability insurance|prior written consent,21,0.6,0.86,0.35,0.36,54.1,Medium,Test,Synthetic
420,CTR-10420,Each party shall protect proprietary information and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,proprietary information,18,0.4,0.78,0.15,0.28,39.0,Low,Test,Synthetic
421,CTR-10421,Obligations concerning proprietary information survive termination for 5 years.,Confidentiality,Confidentiality,False,proprietary information,9,0.4,0.78,0.13,0.25,37.9,Low,Train,Synthetic
422,CTR-10422,Assignment following a assign requires notice to the customer.,Assignment,Assignment,False,assign,9,0.4,0.74,0.38,0.26,43.5,Low,Train,Synthetic
423,CTR-10423,Each party shall protect non-disclosure and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,non-disclosure,18,0.4,0.85,0.15,0.31,40.9,Low,Train,Synthetic
424,CTR-10424,This obligation applies to indemnify resulting from Supplier negligence. Supplier shall retain documentation supporting Customer’s audit records for 7 years.,Indemnification,Indemnification|Audit Rights,True,indemnify|audit records,21,1.0,0.59,0.5,0.58,70.9,High,Train,Synthetic
425,CTR-10425,The indemnifying party will third-party claims the other party from covered claims.,Indemnification,Indemnification,False,third-party claims,13,1.0,0.89,0.74,0.61,83.5,High,Train,Synthetic
426,CTR-10426,"Neither party is liable for indirect or liability cap, except where prohibited by law. Customer may exercise material breach without cause by providing written notice.",Limitation of Liability,Limitation of Liability|Termination,True,liability cap|material breach,25,0.8,0.58,0.49,0.49,61.6,Medium,Train,Synthetic
427,CTR-10427,Supplier shall process security incident only on documented instructions from Customer. The indemnifying party will third-party claims the other party from covered claims.,Data Privacy,Data Privacy|Indemnification,True,security incident|third-party claims,24,1.0,0.75,0.68,0.71,81.2,High,Train,Synthetic
428,CTR-10428,"Upon request, Supplier shall provide a current certificate of insurance.",Insurance,Insurance,False,certificate of insurance,10,0.6,0.84,0.22,0.43,51.9,Medium,Train,Synthetic
429,CTR-10429,The parties submit to the governed by of courts located in Delaware.,Governing Law,Governing Law,False,governed by,12,0.2,0.73,0.38,0.18,34.7,Low,Train,Synthetic
430,CTR-10430,Each party shall protect proprietary information and may disclose it only to personnel with a need to know.,Confidentiality,Confidentiality,False,proprietary information,18,0.4,0.89,0.26,0.25,43.3,Low,Train,Synthetic
431,CTR-10431,Coverage shall include cyber insurance issued by a reputable carrier.,Insurance,Insurance,False,cyber insurance,10,0.6,0.81,0.46,0.32,55.1,Medium,Train,Synthetic
432,CTR-10432,Supplier accepts unlimited liability for losses arising from breach of security obligations.,Limitation of Liability,Limitation of Liability,False,unlimited liability,12,0.8,0.94,0.46,0.71,72.5,High,Train,Synthetic
433,CTR-10433,Customer may exercise terminate without cause by providing written notice. Coverage shall include certificate of insurance issued by a reputable carrier.,Termination,Termination|Insurance,True,terminate|certificate of insurance,21,0.6,0.71,0.34,0.39,51.5,Medium,Train,Synthetic
434,CTR-10434,Either party may material breach this agreement upon 15 days written notice.,Termination,Termination,False,material breach,12,0.6,0.89,0.26,0.44,54.1,Medium,Train,Synthetic
435,CTR-10435,Supplier shall third-party claims Customer against losses arising from intellectual property infringement.,Indemnification,Indemnification,False,third-party claims,13,1.0,0.9,0.44,0.59,75.8,High,Validation,Synthetic
